brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,price_per_mile,has_clean_title,had_accident,high_mileage,is_luxury_brand
BMW,i3 Base w/Range Extender,2014,74500.0,Gasoline,170.0HP 0.65L Electric Motor Electric Fuel System,A/T,White,Gray,None reported,Yes,11499.0,12,0.1543489932885906,1,0,1,1
INFINITI,G37 Journey,2013,33300.0,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,21990.0,13,0.6603603603603604,1,0,0,0
Ford,Expedition XLT,2007,123921.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,6900.0,19,0.05568063524342121,1,0,1,0
BMW,X3 sDrive30i,2021,12800.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Blue,None reported,Yes,39990.0,5,3.12421875,1,0,0,1
Aston,Martin Vantage GT Base,2015,21100.0,Gasoline,430.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,80000.0,11,3.7914691943127963,1,0,0,0
Chevrolet,Tahoe LT,2009,104733.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,15000.0,17,0.14322133424994987,1,0,1,0
Ford,Transit-250 Base,2020,53000.0,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,38500.0,6,0.7264150943396226,1,1,1,0
Lexus,ES 250 Base,2021,17570.0,Gasoline,2.5 Liter,Automatic,Emin White,Black,None reported,No,39998.0,5,2.2764940239043825,0,0,0,1
RAM,1500 Rebel,2020,63875.0,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,41900.0,6,0.6559686888454012,1,1,1,0
Ford,Maverick XL,2023,12500.0,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Black,None reported,Yes,29999.0,3,2.39992,1,0,0,0
BMW,Z3 3.0i Roadster,2001,103990.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Beige,None reported,Yes,10500.0,25,0.10097124723531109,1,0,1,1
Chevrolet,Camaro 1SS,2022,7000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,50000.0,4,7.142857142857143,1,0,0,0
Chevrolet,Corvette Stingray w/3LT,2023,9000.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,92000.0,3,10.222222222222221,1,0,0,0
Pontiac,Solstice GXP,2007,7800.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,19000.0,19,2.4358974358974357,1,0,0,0
Cadillac,XTS Luxury,2017,69289.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,20997.0,9,0.30303511379872705,1,1,1,0
Toyota,Highlander Limited,2011,106000.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,16600.0,15,0.15660377358490565,1,1,1,0
Lincoln,Navigator Reserve,2020,68000.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,55999.0,6,0.823514705882353,1,1,1,0
Toyota,Highlander Hybrid Limited Platinum,2019,13828.0,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Black,None reported,Yes,43000.0,7,3.1096326294474976,1,0,0,0
Audi,A3 2.0T Tech Premium,2018,39600.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,26999.0,8,0.6817929292929293,1,0,0,1
Jeep,Wrangler SE,2003,92000.0,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Gold,Black,None reported,Yes,12500.0,23,0.1358695652173913,1,0,1,0
Toyota,Tacoma SR,2022,5020.0,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,36500.0,4,7.270916334661354,1,0,0,0
Chevrolet,Trailblazer SS,2007,107800.0,Gasoline,395.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15000.0,19,0.1391465677179963,1,1,1,0
Audi,A5 2.0T Premium Plus,2019,23827.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,34995.0,7,1.4687119654173837,1,0,0,1
Audi,A6 55 Premium,2020,25300.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,White,Beige,None reported,Yes,39900.0,6,1.5770750988142292,1,0,0,1
Mercedes-Benz,Sprinter 2500,2016,200684.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,Silver,–,At least 1 accident or damage reported,Yes,24500.0,10,0.12208247792549481,1,1,1,1
Porsche,911 Carrera,2005,46200.0,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,49999.0,21,1.0822294372294372,1,0,0,1
Chevrolet,Corvette Stingray w/2LT,2022,3158.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Red,None reported,Yes,85989.0,4,27.228942368587713,1,0,0,0
GMC,Acadia SLE,2021,26000.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,30900.0,5,1.1884615384615385,1,0,0,0
Porsche,911 Carrera,2020,12758.0,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,99175.0,6,7.773553848565606,1,0,0,1
Chevrolet,Corvette Base,2007,123500.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,27000.0,19,0.21862348178137653,1,1,1,0
Ford,Mustang GT Premium,2018,26840.0,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,42500.0,8,1.5834575260804769,1,0,0,0
Ford,Edge SEL,2021,17836.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Silver,Ebony,None reported,Yes,31933.0,5,1.7903677954698363,1,0,0,0
Cadillac,Escalade Luxury,2012,114500.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,16100.0,14,0.1406113537117904,1,0,1,0
Chevrolet,Corvette Stingray w/3LT,2022,5400.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,89900.0,4,16.64814814814815,1,0,0,0
Toyota,Corolla LE,2016,17500.0,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,Yes,15100.0,10,0.8628571428571429,1,0,0,0
Chevrolet,Express 2500 Work Van,2017,56000.0,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,–,None reported,Yes,44600.0,9,0.7964285714285714,1,0,1,0
Chevrolet,Trax LS,2020,20800.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,19000.0,6,0.9134615384615384,1,0,0,0
Volkswagen,Golf Auto TSI S,2015,107543.0,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,13200.0,11,0.122741601034005,1,0,1,0
Nissan,Pathfinder Silver,2012,200684.0,Gasoline,266.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,5000.0,14,0.024914791413366288,1,0,1,0
Ford,F-150 Platinum,2018,37100.0,E85 Flex Fuel,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,10-Speed A/T,Black,Black,None reported,Yes,46000.0,8,1.2398921832884098,1,0,0,0
Land,Rover Range Rover Velar P380 SE R-Dynamic,2019,19813.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Beige,None reported,Yes,51900.0,7,2.6194922525614497,1,0,0,0
Kia,Sportage LX,2010,200684.0,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,3500.0,16,0.0174403539893564,1,0,1,0
Lexus,LS 460 Base,2012,200000.0,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,9995.0,14,0.049975,1,1,1,1
MINI,Cooper S Base,2012,66000.0,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,10999.0,14,0.16665151515151516,1,0,1,0
Bentley,Bentayga Activity Edition,2018,41000.0,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,99175.0,8,2.4189024390243903,1,0,0,0
Volvo,XC60 T6 Inscription,2019,20623.0,Gasoline,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,36800.0,7,1.7844154584687,1,0,0,0
Ford,Explorer Limited,2018,86000.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26900.0,8,0.3127906976744186,1,0,1,0
Porsche,Cayenne Turbo GT,2022,1766.0,Gasoline,4.0L,Automatic,Custom Color,Black,None reported,No,99175.0,4,56.15798414496036,0,0,0,1
Mercedes-Benz,G-Class G 550 4MATIC,2016,51354.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,73000.0,10,1.4215056276044709,1,0,0,1
Jeep,Wrangler Unlimited Rubicon 392,2021,38000.0,Gasoline,470.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,72980.0,5,1.9205263157894736,1,0,0,0
Toyota,Avalon Hybrid XLE Premium,2015,161000.0,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Gray,None reported,Yes,11500.0,11,0.07142857142857142,1,0,1,0
Nissan,Juke SL,2012,74750.0,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,12500.0,14,0.16722408026755853,1,0,1,0
Porsche,911 Carrera 4,2013,67522.0,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,59500.0,13,0.8811942774206926,1,1,1,1
MINI,Cooper S Base,2012,152000.0,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,9000.0,14,0.05921052631578947,1,0,1,0
Subaru,Ascent Touring 7-Passenger,2019,71273.0,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Brown,None reported,Yes,23900.0,7,0.33533034950121365,1,0,1,0
Subaru,WRX STI Base,2017,37800.0,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,32500.0,9,0.8597883597883598,1,0,0,0
Land,Rover Range Rover Sport HSE,2019,42000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,48990.0,7,1.1664285714285714,1,0,0,0
Kia,Sorento Plug-In Hybrid SX Prestige,2022,10101.0,Plug-In Hybrid,261.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,6-Speed A/T,White,–,None reported,Yes,44990.0,4,4.454014454014454,1,0,0,0
Chevrolet,Corvette Stingray w/2LT,2022,7900.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,92500.0,4,11.708860759493671,1,0,0,0
Tesla,Model 3 Performance,2020,45468.0,Gasoline,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,White,None reported,Yes,45999.0,6,1.0116785431512272,1,0,0,0
Nissan,Armada SV,2017,187141.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,16995.0,9,0.09081387830566258,1,0,1,0
Porsche,Cayenne Turbo S,2014,99100.0,Gasoline,550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,32000.0,12,0.3229061553985873,1,0,1,1
Subaru,Outback Touring XT,2021,33500.0,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Blue,Brown,None reported,Yes,34000.0,5,1.0149253731343284,1,0,0,0
Acura,RLX Advance Package,2016,102665.0,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,15450.0,10,0.1504894559976623,1,0,1,0
Ford,Mustang GT,2001,52675.0,Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,16995.0,25,0.3226388229710489,1,0,0,0
BMW,330 i xDrive,2017,59203.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,23000.0,9,0.3884938263263686,1,0,1,1
Mercedes-Benz,SL-Class SL550 Roadster,2009,60100.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,27000.0,17,0.4492512479201331,1,0,1,1
Audi,SQ8 4.0T Premium Plus,2021,43238.0,Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,76400.0,5,1.7669642444146352,1,0,0,1
MINI,Cooper S Base,2007,118000.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,None reported,Yes,3600.0,19,0.030508474576271188,1,0,1,0
Ford,Mustang EcoBoost,2021,17300.0,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Yellow,Black,None reported,Yes,31000.0,5,1.7919075144508672,1,0,0,0
Audi,RS 7 4.0T Prestige,2016,64800.0,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,50000.0,10,0.7716049382716049,1,0,1,1
Mercedes-Benz,GLC 300 GLC 300,2022,1408.0,Gasoline,2.0 Liter Turbo,Automatic,Lunar Blue Metallic,–,None reported,No,46798.0,4,33.23721590909091,0,0,0,1
Volkswagen,Touareg TDI Lux,2015,15167.0,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Gold,Black,None reported,Yes,35000.0,11,2.3076415902947187,1,0,0,0
Porsche,Cayenne GTS,2016,64600.0,Gasoline,440.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,41000.0,10,0.6346749226006192,1,0,1,1
Jeep,Grand Wagoneer Series III,2022,31112.0,Gasoline,471.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,83000.0,4,2.6677809205451273,1,0,0,0
Tesla,Model X 100D,2018,23250.0,Gasoline,518.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,White,None reported,Yes,57000.0,8,2.4516129032258065,1,0,0,0
MINI,Cooper S Base,2011,63500.0,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,10500.0,15,0.16535433070866143,1,0,1,0
RAM,1500 Laramie,2022,13464.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,No,46999.0,4,3.4907159833630423,0,0,0,0
Chevrolet,Camaro Base,2001,64776.0,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,7500.0,25,0.11578362356428307,1,0,1,0
Jeep,Cherokee X,2022,9601.0,Gasoline,3.2L V6 24V MPFI DOHC,Automatic,Sting Gray Clearcoat,Black,None reported,No,33498.0,4,3.4890115612956984,0,0,0,0
BMW,ALPINA B7 xDrive,2013,135000.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,14000.0,13,0.1037037037037037,1,1,1,1
Volvo,XC90 3.2 Premier Plus,2013,200684.0,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,7500.0,13,0.03737218712004943,1,1,1,0
INFINITI,Q50 3.0T Premium,2016,49872.0,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,21500.0,10,0.43110362528071866,1,1,0,0
MINI,Cooper Base,2009,90367.0,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,9250.0,17,0.10236037491562185,1,0,1,0
Porsche,911 Carrera 4S,2014,36670.0,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,82499.0,12,2.2497682028906465,1,0,0,1
Jeep,Grand Wagoneer Base,2023,3752.0,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Ember Pearlcoat,Global Black,None reported,Yes,84620.0,3,22.553304904051174,1,0,0,0
Lexus,RX 350 Base,2021,30761.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Eminent White Pearl,Black,None reported,No,44950.0,5,1.4612658886252072,0,0,0,1
RAM,1500 Laramie,2022,13438.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,No,46599.0,4,3.467703527310612,0,0,0,0
Jeep,Gladiator Overland,2020,9100.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,49895.0,6,5.482967032967033,1,0,0,0
Chrysler,200 Limited,2017,100600.0,–,–,A/T,Black,Black,None reported,Yes,10000.0,9,0.09940357852882704,1,0,1,0
Ford,Fusion Hybrid Base,2011,200684.0,Hybrid,156.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Brown,At least 1 accident or damage reported,Yes,4500.0,15,0.02242331227202966,1,1,1,0
Audi,A6 2.0T Premium Plus,2016,96000.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,21990.0,10,0.2290625,1,0,1,1
Chevrolet,Silverado 1500 Z71 Extended Cab,2004,185000.0,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,10500.0,22,0.05675675675675676,1,1,1,0
Porsche,Taycan Base,2021,6900.0,Gasoline,375.0HP Electric Motor Electric Fuel System,2-Speed A/T,White,Beige,None reported,Yes,79999.0,5,11.594057971014493,1,0,0,1
Honda,Accord Hybrid Touring,2017,96400.0,Hybrid,212.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Beige,At least 1 accident or damage reported,Yes,18500.0,9,0.19190871369294607,1,1,1,0
RAM,2500 SLT,2018,67865.0,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,36500.0,8,0.5378324615044574,1,0,1,0
Land,Rover Range Rover Sport Supercharged,2015,64300.0,E85 Flex Fuel,550.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,44850.0,11,0.69751166407465,1,0,1,0
Chevrolet,Colorado ZR2,2018,76500.0,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,33500.0,8,0.43790849673202614,1,0,1,0
GMC,Sierra 2500 Denali,2017,96343.0,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,53000.0,9,0.5501178082476152,1,1,1,0
Subaru,Crosstrek 2.0i Limited,2018,74600.0,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,24000.0,8,0.32171581769436997,1,0,1,0
Subaru,Outback 2.5i Limited,2014,157530.0,Gasoline,2.5L H4 16V MPFI DOHC,Automatic CVT,Twilight Blue Metallic,Black,At least 1 accident or damage reported,Yes,9995.0,12,0.06344823208277789,1,1,1,0
Tesla,Model X Plaid,2022,15000.0,Gasoline,1020.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,95999.0,4,6.399933333333333,1,0,0,0
Jeep,Wrangler Unlimited Rubicon,2012,80000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,None reported,Yes,30000.0,14,0.375,1,0,1,0
Tesla,Model S 100D,2018,83424.0,Gasoline,518.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Beige,None reported,Yes,45000.0,8,0.5394131185270425,1,0,1,0
Mercedes-Benz,C-Class C 300 4MATIC,2021,19000.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,37999.0,5,1.9999473684210527,1,0,0,1
Porsche,911 Carrera S,2013,64000.0,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,67000.0,13,1.046875,1,1,1,1
Mercedes-Benz,GLS 450 Base 4MATIC,2019,34068.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,46900.0,7,1.376658447810262,1,0,0,1
Buick,Envision Preferred,2021,20104.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Burnished Bronze Metallic,Ebony,None reported,Yes,33295.0,5,1.6561380819737366,1,0,0,0
Nissan,Armada Platinum,2022,8400.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,Yes,59950.0,4,7.136904761904762,1,0,0,0
Porsche,911 Turbo,2021,11938.0,Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,None reported,No,99175.0,5,8.307505444798124,0,0,0,1
Chevrolet,Corvette Stingray w/2LT,2021,24670.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,72500.0,5,2.9387920551276854,1,0,0,0
Ford,Mustang Shelby GT500,2013,16478.0,Gasoline,650.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,66400.0,13,4.029615244568515,1,0,0,0
Ford,F-150 XL,2018,52500.0,E85 Flex Fuel,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,Gray,None reported,Yes,35000.0,8,0.6666666666666666,1,0,0,0
Porsche,Cayenne Turbo,2004,92500.0,Gasoline,450.0HP 4.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,12000.0,22,0.12972972972972974,1,0,1,1
Mitsubishi,Eclipse Spyder GT,2008,62930.0,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,10000.0,18,0.1589067217543302,1,1,1,0
Lexus,GX 470 Base,2007,116600.0,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,None reported,Yes,19975.0,19,0.1713121783876501,1,0,1,1
Dodge,Dakota Big Horn/Lone Star,2010,172024.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,7500.0,16,0.04359856764172441,1,1,1,0
Jeep,Wrangler Sport,2012,57237.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,22500.0,14,0.393102363855548,1,0,1,0
Subaru,Outback Limited,2020,44600.0,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Gray,None reported,Yes,28300.0,6,0.6345291479820628,1,0,0,0
Jeep,Wrangler Unlimited Rubicon,2013,181830.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,21000.0,13,0.11549249298795579,1,0,1,0
Subaru,Ascent Touring 7-Passenger,2021,39948.0,Gasoline,2.4L H4 16V GDI DOHC Turbo,Automatic CVT,Ice Silver Metallic,Black,None reported,Yes,36791.0,5,0.920972263943126,1,0,0,0
Ford,F-350 XL,2017,156453.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Beige,None reported,Yes,40000.0,9,0.25566783634701795,1,0,1,0
Porsche,Cayenne Turbo S,2014,156193.0,Gasoline,550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,36000.0,12,0.23048408059260017,1,0,1,1
BMW,X1 xDrive28i,2020,27989.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,29000.0,6,1.0361213333809711,1,0,0,1
Toyota,4Runner Limited,2014,146700.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,24999.0,12,0.17040899795501022,1,1,1,0
GMC,Yukon Denali,2019,88450.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,42900.0,7,0.48501978518937255,1,1,1,0
Toyota,C-HR LE,2020,14065.0,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Gray,Black,At least 1 accident or damage reported,Yes,27671.0,6,1.9673658016352649,1,1,0,0
Subaru,Outback Limited XT,2020,36844.0,Gasoline,2.4L H4 16V GDI DOHC Turbo,Automatic CVT,Magnetite Gray Metallic,Black,At least 1 accident or damage reported,No,30427.0,6,0.8258332428617957,0,1,0,0
Chevrolet,Silverado 1500 LT Trail Boss,2020,49000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,44900.0,6,0.9163265306122449,1,0,0,0
